Gene name,Glia precursors (GP),Midline glia (MG),Perineurial glia (PG),Subperineurial glia (SPG),Astrocyte like glia (AG),Ensheathing glia (EG),Cortex glia 1 (CG1),Cortex glia 2 (CG2),Twi+,Unanotated (UA)
dati,1.00750394,1,1.021960152,1.021890563,1,1.017800911,1.023579213,1.048621014,1.026061009,1.187047466
CR44027,1,1,1,1,1,1,1,1,1,1
CR44024,1,1.018442485,1.007267112,1.014540976,1,1.008861195,1,1.073810967,1.012946696,1.05021108
lgs,1.115883993,1.55051578,1.555334836,1.373823796,1.452653926,3.039195382,1.160853267,3.200034343,2.163692455,1.298599338
CaMKI,1.083008923,1.364333789,1.297799335,1.455490598,1.522062312,1.728016531,1.204957308,1.943836773,2.028909006,1.298599338
CR45126,1.010017746,1,1.082907085,1,1,1.008861195,1.004671983,1.024021979,1.012946696,1.01646446
bip2,1.36206908,3.464834856,4.28623,2.196305706,2.245697996,21.73525556,2.108077824,18.53707628,7.831676656,1.906083158
CG33941,1.251418576,1.827699369,2.108139623,2.028663575,1.645190588,4.937266729,1.557068405,5.394593974,3.023061117,1.579725251
Asator,1.053724973,1.22264841,1.122831183,1.106336262,1.064209244,1.214202682,1.067431663,1.49712386,1.327104213,1.130294175
zfh2,1.263954969,2.404099184,1.960888187,1.163672366,1.594787058,7.474174246,1.709202511,2.241379853,1.080238255,1.102943312
Thd1,1.043273722,1.522438235,1.139209961,1.241777788,1.115057588,2.373990229,1.102833936,1.394215469,1.528824176,1.121102678
CR43958,1.027790885,1.056354104,1.059637289,1.130554586,1,1.131461672,1.037992778,1.099606032,1.27686579,1.041670815
Pur-alpha,1.229778341,3.660092519,1.932695885,1.657432066,1.69718713,2.933816523,1.578994317,2.646551883,1.95210329,1.554137221
ND-49,1.410427118,2.404099184,2.796023907,3.266679921,3.113459661,2.98604113,1.493100596,4.254670963,3.76200176,1.85995975
Ephrin,1.099323574,1.467799268,1.260749866,1.250773535,1.224159023,2.061466327,1.134111803,1.898237355,1.327104213,1.16781994
CG1909,1.004996391,1,1.007267112,1.007244249,1,1.035918694,1,1,1.039345109,1.008198621
CR45199,1,1,1,1,1,1,1,1,1,1
onecut,1.004996391,1,1.007267112,1,1,1.017800911,1.009365794,1.024021979,1,1.041670815
Eph,1.061632062,1.494869134,1.297799335,1.163672366,1.150299182,2.173525556,1.134111803,2.295222234,1.260545886,1.076254285
mav,1.025232844,1.291549665,1.164227185,1.138744605,1.168335485,1.054358991,1.018819306,2.464634806,1.108390354,1.121102678
Gat,1.282995426,2.782559402,3.16227766,1.122423471,1.080895687,1.045098172,11882252.73,1.024021979,1.066431491,1.288039193
Ekar,1.017596859,1.037225095,1,1,1,1.008861195,1.004671983,1.024021979,1.039345109,1.008198621
gw,1.328546083,3.402091828,2.401613658,2.212216291,1.545927736,8.235857283,1.782428615,12.67922718,5.256181957,1.785554249
Slip1,1.043273722,1.095676986,1.155827656,1.098379329,1.064209244,1.904116369,1.107986357,1.898237355,1.716472585,1.093974231
CG11360,1.051102385,1.467799268,1.297799335,1.215176881,1.132541315,1.668100537,1.150081837,1.943836773,1.415265724,1.121102678
myo,10.0750394,100,11.22831183,3.969593918,3.811369735,2.733893606,29.62510641,1.853707628,2.002977071,1.64555369
ey,1,1.018442485,1,1.007244249,1,1,1.004671983,1.073810967,1,1.01646446
bt,1,1,1,1,1,1,1,1,1,1.008198621
CR45200,1,1,1,1,1,1,1,1,1,1.008198621
MED26,1.20250414,4.393970561,2.185861503,1.645511571,1.750827032,8.838125278,1.372940834,11.26020745,5.677928824,1.504197853
Sox102F,1,1.018442485,1,1,1,1,1,1,1.026061009,1
Gyf,1.099323574,1.441219597,1.489210106,1.223979925,1.205260937,2.615920378,1.210586848,2.13745464,1.977376577,1.216483949
CR43425,1,1,1,1,1,1,1,1,1,1.008198621
unc-13,1.085711119,1.31536905,1.555334836,1.424311614,1.080895687,1.887391822,1.204957308,3.689863575,2.429264817,1.158323286
CR44029,1.004996391,1.037225095,1,1.029293393,1.015679663,1.008861195,1.018819306,1,1,1.01646446
CR43361,1,1.018442485,1.021960152,1,1,1.008861195,1,1,1.012946696,1.008198621
eIF4G1,1.442417255,3.16227766,3.986841138,1.794396838,2.465425547,4.287300337,2.435789063,3.276905502,2.108736651,1.420634213
mGluR,1.004996391,1,1,1,1.015679663,1,1,1,1,1.008198621
4E-T,1.074942617,1.467799268,1.307230588,1.259834449,1.186654592,1.610262028,1.118363529,1.726288598,1.260545886,1.158323286
CR44030,1.096587497,1.157422881,1.279140468,1.250773535,1.343935353,1.192966786,1.082462738,1.099606032,1.361689888,1.158323286
fuss,1.002495083,1.056354104,1.007267112,1.014540976,1.015679663,1,1,1,1,1
sphinx,1,1.018442485,1,1,1,1,1,1,1,1
toy,1.00750394,1,1.029386851,1.007244249,1,1,1.004671983,1.024021979,1,1.041670815
PlexA,1.127062635,2.002568136,1.696522987,1.434629682,1.408149122,3.82274632,1.486157294,2.038348089,1.415265724,1.374984721
CR44031,1,1.056354104,1.007267112,1.007244249,1,1.017800911,1,1,1.066431491,1.008198621
CG11077,1.020135847,1.389495494,1.385190275,1.414067756,1.031605178,3.925271778,1.009365794,4.461537381,2.871445374,1.409081686
CG11076,1.053724973,1.22264841,1.297799335,1.155303063,1.132541315,1.527242658,1.177199862,2.646551883,1.182022377,1.130294175
ATPsynbeta,22.75845926,3866.353752,20929.30066,56132.74763,8693.390519,3995.145191,107.2418686,16462464.27,5533714.639,5929.931074
CaMKII,1.066936391,1.389495494,1.578022559,1.445022496,1.115057588,2.639100559,1.227633768,4.790847768,2.055176674,1.432281455
Zyx,1.205504487,2.115421069,1.797699018,1.354133374,1.168335485,2.231819171,1.239131533,2.841896436,2.081784421,1.319980076
apolpp,121758.0924,5.57226E+15,2.526479178,1.155303063,11.32541315,1.063701872,1.033165845,1.073810967,1.080238255,1.420634213
Actbeta,1.004996391,1,1,1.014540976,1,1.026819843,1.004671983,1,1,1
sv,1.004996391,1.075835899,1.007267112,1.007244249,1,1,1.004671983,1,1,1.008198621
Cals,1.205504487,1.637893707,1.385190275,1.434629682,1.723798452,1.904116369,1.286209583,2.038348089,1.433588739,1.2466504
Arf102F,2.170601439,6.689548787,9.785117335,6.920307489,4.119693107,11.5160272,4.634382791,63.69769417,7.535203265,4.106531678
CG11155,1.589639703,2.993577295,1.863975723,1.31559513,2.077626938,1.15160272,2.686270839,1.153069992,1.012946696,1.467799268
CG32017,1.015064189,1.115883993,1.03686752,1.059444888,1.064209244,1.008861195,1.134111803,1.073810967,1.012946696,1.067502238
Kif3C,1.002495083,1.056354104,1.014587035,1,1,1,1.009365794,1.024021979,1,1
pho,1.110336318,1.339627725,1.415609264,1.325125628,1.282649831,2.332470136,1.256580406,2.710127298,3.142003785,1.330802093
CG33521,1,1,1.007267112,1,1,1.008861195,1,1,1,1
PIP4K,1.321941148,3.220597919,2.233863354,2.668899918,3.637565405,3.789169748,1.741368516,3.200034343,3.394112686,1.906083158
Mitf,1.077624688,1.389495494,1.288436125,1.189145809,1.262848787,1.887391822,1.134111803,1.36150932,1.452148977,1.085078087
Dyrk3,1.217580924,2.586416205,1.823922116,1.424311614,1.452653926,3.593813664,1.445170302,2.710127298,1.878205106,1.566879004
Cadps,1.035503366,1.056354104,1.075094254,1.082636734,1.015679663,1.51382833,1.082462738,1.267922718,1.080238255,1.076254285
mt:ND2,2.777940527,5.085682064,4.541849136,8.470317439,13.86410669,5.298316906,2.698821051,2.406818267,1.293396983,1.844834649
mt:CoI,6.81292E+12,2.27585E+29,1.02939E+27,5.65394E+30,5.12223E+33,8.38246E+19,9.9535E+13,1.81022E+26,2.42926E+24,2.59952E+16
mt:CoII,4.48245E+12,1.7946E+28,2.13889E+28,1.30613E+31,3.52612E+34,4.48065E+20,3.97366E+15,2.03835E+29,6.88635E+28,3.2407E+17
mt:ATPase8,1.135520045,1.31536905,1.279140468,1.445022496,1.365007807,1.398279111,1.128837892,1.49712386,1.166914687,1.256871215
mt:ATPase6,2.89815E+14,6.93857E+35,2.52648E+33,6.12116E+38,5.62341E+32,9.40113E+21,2.13776E+15,4.35688E+40,1.37932E+43,7.57587E+25
mt:CoIII,8.39929E+12,6.44947E+25,3.6025E+24,4.42352E+31,4.18429E+36,1.6681E+19,6.63533E+14,1.15307E+26,1.19733E+20,1.25687E+15
mt:ND3,11.38353262,22.34633727,17.71852938,291.0380978,1302.761348,29.8604113,13.5387618,4.790847768,2.762744876,4.995529872
mt:ND5,38.40745978,644.9466771,589.4408787,7546.454306,58011.42231,708.8832467,193.8426743,93.12626067,8.245198533,41.40199576
mt:ND4,20.29360988,1115.883993,304.9837707,1999.587618,8427.052037,89.1644163,39.36785028,112.6020745,24.6071577,62.27679315
mt:ND4L,1.064280922,1.056354104,1.075094254,1.250773535,1.186654592,1.224961969,1.160853267,1.048621014,1.026061009,1.033199999
mt:ND6,28.33876712,401.0279139,593.7244115,1610.262028,6991.89012,70.26568671,38.10409576,28.41896436,23.37303362,23.56896034
mt:Cyt-b,275725028.6,1.52244E+19,4.74352E+17,5.53282E+19,2.50408E+24,3.75589E+12,1528306733,2.8419E+17,1.47095E+16,2.05143E+11
mt:ND1,33.4881977,3866.353752,1181.209807,5532.822127,23898.92566,1373.823796,51.82924694,2350.358015,154.8617398,113.9561029
mt:lrRNA,9.21055E+29,5.57226E+57,4.104E+45,9.23671E+49,5.8921E+59,8.45674E+77,2.74961E+28,2.08731E+40,2.42926E+20,4.20837E+26
mt:srRNA,6.228339743,25.86416205,13.26299205,34.60867344,61.73629188,37.89169748,6.512761616,2.77522992,1.066431491,3.011087696
Gpa2,1.00750394,1,1.007267112,1.007244249,1,1.017800911,1.009365794,1,1.012946696,1
28SrRNA-Psi:CR45848,1.030355309,1.037225095,1.014587035,1.03674985,1.115057588,1.045098172,1.009365794,1,1,1.01646446
5.8SrRNA-Psi:CR45849,1,1,1,1,1,1.017800911,1,1,1,1
28SrRNA-Psi:CR40596,1.217580924,1.339627725,1.164227185,1.250773535,2.465425547,1.15160272,1.280228377,1.099606032,1.012946696,1.16781994
pre-rRNA:CR45845,1.058989795,16.08233878,1.960888187,2.212216291,2.971481105,3.593813664,1.884966532,1.726288598,2.834744795,1.672646844
RFP-GFP,1.00750394,1.037225095,1,1.029293393,1,1,1.009365794,1.153069992,1.379319273,1.008198621
Pzl,1,1,1,1,1,1,1,1,1,1
TwdlF,1,1,1,1,1,1.026819843,1,1,1,1
CG14662,1,1,1.007267112,1,1,1,1,1.024021979,1,1.008198621
Prosbeta2R2,1,1,1,1,1,1,1,1,1,1
CG33293,1,1,1,1,1,1,1,1,1,1
CG14668,1,1,1,1,1,1,1,1,1,1
CG1077,1,1,1,1,1,1,1,1,1,1
CG42564,1,1,1,1,1,1,1.004671983,1,1,1
CR43435,1,1,1,1,1,1,1,1,1,1
ftz,1,1,1,1,1,1,1,1,1,1
CR44931,1,1,1,1,1,1,1,1,1,1
CR45899,1.002495083,1,1,1,1,1,1,1,1,1
Gld,1,1,1,1,1,1,1,1,1,1.008198621
CG18249,1.002495083,1.178768635,1.007267112,1,1,1,1.052609309,1,1,1
CG13318,1,1,1,1,1,1,1,1,1,1
CG34301,1,1,1,1,1,1,1,1,1,1
CG31272,1,1,1,1,1,1,1,1,1,1
CR45595,1,1,1.029386851,1.014540976,1,1,1,1,1,1
CG3397,1.002495083,1,1,1,1,1,1,1,1,1
CG12256,1,1,1,1.044260324,1,1,1,1,1,1
CG17738,1,1,1,1,1,1,1,1,1,1.008198621
Hsp70Ba,1,1.037225095,1,1,1,1.008861195,1.004671983,1,1.012946696,1
Hsp70Bb,1,1,1,1.007244249,1.097843767,1,1,1,1,1.008198621
yellow-f,1.002495083,1.522438235,1.059637289,1.007244249,1,1.008861195,1,1,1,1.01646446
CR43641,1.002495083,1,1,1,1.015679663,1,1.004671983,1,1,1
CG9616,1,1,1,1,1,1,1,1,1,1
natalisin,1,1,1,1,1,1,1.028361358,1,1,1
Cad88C,1,1,1,1,1,1,1,1,1,1.008198621
CG44040,1,1,1,1,1,1,1,1,1,1
CG4525,1,1.075835899,1,1,1.015679663,1,1,1.024021979,1,1
CR45891,1,1,1,1,1,1,1,1,1,1
CG4576,1,1,1,1,1,1,1.004671983,1,1,1
CG31279,1,1,1.007267112,1,1,1,1,1,1,1
CG10405,1.004996391,1,1,1,1,1,1,1,1,1
CG14905,1.002495083,1,1,1,1,1,1,1,1,1
CG34279,1.002495083,1,1,1,1,1,1,1,1,1
CR45045,1,1.115883993,1,1,1,1,1,1,1,1
Pxt,1,1,1,1,1,1,1,1,1,1.008198621
CG7432,1,1,1,1,1,1,1,1,1,1
CR46043,1,1,1,1,1,1,1,1,1,1
CG4367,1,1,1,1,1,1,1,1,1,1
CG15923,1.002495083,1,1,1,1,1,1,1,1,1
CG4000,1.002495083,1,1,1,1,1,1,1,1,1
CG31200,1,1,1,1.059444888,1,1,1,1,1,1.008198621
CG12278,1,1,1,1,1,1,1,1,1,1
CG17279,1,1,1,1,1,1,1,1,1,1
CR45798,1.00750394,1,1,1,1,1.008861195,1,1,1.012946696,1
pre-mod(mdg4)-H,1,1,1,1,1,1,1,1,1,1
CG5849,1,1,1,1,1,1,1,1,1,1
CG17843,1,1,1,1,1,1,1,1.099606032,1,1
CG33099,1.002495083,1,1,1,1.015679663,1,1.004671983,1.048621014,1,1
CG6972,1,1,1,1,1,1,1,1,1,1
CR43654,1,1.018442485,1,1,1,1,1.004671983,1,1,1
CG13611,1,1,1.007267112,1,1,1,1,1,1,1
CG17784,1,1,1,1,1,1,1,1,1,1
CG13617,1,1,1,1,1,1,1,1,1,1
CR46094,1,1,1,1.007244249,1,1,1,1,1,1
Ets96B,1,1,1,1,1,1,1,1,1,1
CR46096,1,1,1,1,1,1,1,1,1,1
CG34027,1,1,1,1,1,1,1,1,1,1
CG11893,1,1.018442485,1,1,1,1,1,1,1,1
rha,1.002495083,1,1,1,1,1.008861195,1,1,1,1
CR46073,1,1,1,1,1,1,1,1,1,1
snoRNA:Psi28S-3305c,1,1,1,1,1,1,1,1,1,1
CR44953,1,1,1,1,1,1,1,1,1,1
CG31036,1,1,1,1,1,1,1,1,1,1
snoRNA:Psi18S-1377a,1,1,1,1,1,1,1,1,1,1
Anp,1,1,1,1,1,1,1,1,1,1
CecA1,1.004996391,1.200508058,1,1,1,1,1,1,1,1
CG1544,1.115883993,1.579111144,1.181209807,1,1.031605178,1,1.057527082,1,1,1.008198621
pncr017:3R,1,1,1,1,1,1,1,1,1,1
mthl8,1.025232844,1.056354104,1.067337791,1.044260324,1.015679663,1.15160272,1.004671983,1.048621014,1,1
CR44510,1,1,1,1,1,1,1,1,1,1
CR44511,1,1,1,1,1,1,1,1,1,1.008198621
CR43988,1,1,1.014587035,1.007244249,1,1,1,1,1,1
CR45806,1,1,1,1,1,1,1,1,1,1
CG34454,1,1,1,1,1,1,1,1,1,1
CG13891,1,1,1,1,1,1,1,1,1,1
Reg-2,1.025232844,1.018442485,1,1,1,1,1.023579213,1.073810967,1.026061009,1.01646446
CR43423,1,1.037225095,1,1.007244249,1,1,1,1.024021979,1,1
CG3344,1,1,1,1,1,1,1,1,1,1
CR43883,1.002495083,1,1.021960152,1,1,1,1.009365794,1.024021979,1.012946696,1
snoRNA:CG32479-a,1.004996391,1.037225095,1,1,1,1.017800911,1,1,1,1
LysX,1,1.056354104,1,1,1,1,1,1,1,1
CG9184,1,1.018442485,1,1.007244249,1.115057588,1,1,1,1,1.076254285
CG18171,1.002495083,1.037225095,1.014587035,1,1,1,1.009365794,1,1,1
CR45827,1,1,1,1,1,1,1,1,1,1
CR45982,1,1,1,1,1,1,1,1,1,1
CR44531,1,1,1.007267112,1,1,1,1,1,1,1
CR45424,1.002495083,1,1.044402552,1.014540976,1,1,1.057527082,1.024021979,1.012946696,1.01646446
dar1,1,1,1,1.007244249,1,1,1,1,1,1
CG17030,1,1,1,1,1,1,1,1,1,1
CR45026,1,1.018442485,1.007267112,1,1,1,1.004671983,1,1,1.008198621
Lcp65Ag2,1,1,1,1,1,1,1,1,1,1
Lcp65Ag1,1,1,1,1,1,1,1,1,1,1
CG10163,1,1,1,1,1,1,1,1,1,1
CR45416,1,1,1,1,1,1,1,1,1,1
Cpr65Ea,1,1,1,1,1,1,1,1,1,1
CG33278,1,1,1,1,1,1,1,1,1,1
CG8539,1,1.037225095,1,1,1,1,1,1,1,1
Snmp2,1,1.018442485,1,1.014540976,1,1,1,1,1,1
fan,1,1,1.007267112,1.014540976,1,1,1,1,1,1
CG7213,1,1,1,1,1,1,1,1,1,1
Doc1,1,1,1,1,1,1,1,1,1.260545886,1.008198621
ect,1,1,1,1,1,1,1,1,1,1
CR44539,1,1,1,1,1,1,1,1,1,1
Or67d,1,1,1,1,1,1,1,1,1,1
CG42831,1,1,1,1,1,1,1,1,1,1
CG34012,1,1,1,1,1,1,1,1,1,1
CR44713,1,1.018442485,1,1,1,1,1,1,1,1
CR45746,1,1,1,1,1,1,1,1,1,1
toe,1,1,1,1,1,1.017800911,1,1.048621014,1,1
eyg,1,1,1,1,1,1.121523632,1.004671983,1,1,1
CG33725,1,1,1,1,1,1,1,1,1,1
CR43868,1.004996391,1,1.007267112,1,1,1,1,1,1,1
CG32110,1,1,1,1,1,1.008861195,1,1,1,1
CG14105,1,1,1,1,1,1,1,1,1,1
CG14109,1.004996391,1.056354104,1,1,1,1,1.028361358,1,1,1
BobA,1,1,1,1,1,1.008861195,1,1.048621014,1,1
Z600,1,1,1,1,1,1,1,1,1,1
CR45894,1,1,1,1,1,1,1,1,1,1
CG4753,1,1,1,1,1,1,1,1,1,1
PGRP-SB1,1,1,1,1.007244249,1,1,1,1,1,1
CG13028,1,1,1,1,1,1,1,1,1,1
CR43087,1,1,1,1.007244249,1,1,1,1,1,1
CR45392,1,1,1,1,1,1,1,1,1,1
Cyp312a1,1.017596859,1.115883993,1.067337791,1,1.015679663,1,1,1,1,1
Cyp12c1,1,1,1,1.044260324,1.0477804,1,1,1,1,1
snoRNA:Psi28S-2566,1,1,1,1,1,1,1,1,1,1
CG6836,1,1,1,1,1,1,1,1.024021979,1,1
Spn75F,1.002495083,1,1,1,1,1.008861195,1,1,1,1
CG12519,1,1,1,1,1,1,1,1,1,1
Rcd7,1,1,1,1,1,1,1,1,1,1
fln,1,1,1,1,1,1,1,1,1,1
in,1,1,1,1,1,1,1,1.099606032,1,1
Sfp77F,1,1,1,1,1,1,1,1,1,1
CG43702,1,1,1,1,1,1,1.004671983,1,1,1
Alp1,1.015064189,1,1.007267112,1,1,1,1,1,1,1
CG33290,1.004996391,1,1.007267112,1.007244249,1.015679663,1.026819843,1,1,1.012946696,1
CR45972,1,1,1.007267112,1,1,1,1,1,1,1
CR45382,1.002495083,1,1.014587035,1,1,1,1,1,1,1
CG11131,1,1,1,1,1,1,1,1,1,1
nvd,1,1,1.007267112,1.007244249,1,1,1,1,1.026061009,1
CR45177,1.002495083,1,1,1.014540976,1,1,1.004671983,1,1.052801194,1
Ir41a,1,1,1,1,1,1,1,1,1,1
tomboy40,1,1,1,1,1,1.008861195,1,1,1,1
CR43611,1.002495083,1,1,1,1,1,1,1,1,1.008198621
l(2)01289,1.002495083,1.018442485,1,1.021890563,1,1.008861195,1,1,1,1
CG11060,1,1,1,1,1,1,1,1,1,1
CR44209,1,1,1,1,1,1,1,1,1,1
CG2137,1.002495083,1,1,1,1,1,1,1,1,1
CR44444,1,1,1,1,1,1,1,1,1,1
phr,1,1,1,1,1,1,1,1,1,1
Optix,1,1,1.181209807,1.007244249,1,1,1,4.356876582,1.026061009,1.341712835
CG8008,1,1.056354104,1,1.007244249,1,1,1,1,1,1
CG8046,1.012537824,1.115883993,1.051992343,1,1.015679663,1,1.004671983,1,1,1
Cyp4p2,1.043273722,1.075835899,1.051992343,1.044260324,1.080895687,1.131461672,1.033165845,1.073810967,1.039345109,1.041670815
Cyp4p1,1.002495083,1,1.007267112,1,1,1.017800911,1,1.024021979,1,1.008198621
CR45918,1,1,1,1,1,1,1,1,1,1
CG12917,1.002495083,1.018442485,1.014587035,1.007244249,1.015679663,1,1,1,1,1.01646446
CG34221,1,1,1,1,1,1,1,1,1,1
Ir47a,1,1,1,1,1,1,1,1,1,1
Cyp49a1,1,1,1,1,1,1,1,1,1,1
snoRNA:lola-b,1,1,1,1,1,1,1,1,1,1
CR45135,1,1,1.007267112,1,1,1,1,1,1,1
BBS4,1,1,1,1,1,1,1,1,1,1
reb,1,1,1,1,1,1,1,1,1,1
CG43191,1,1,1,1,1,1,1,1,1,1
CG30054,1,1,1,1.014540976,1.031605178,1,1,1,1,1
CG17575,1,1,1,1,1.015679663,1,1,1,1,1
CR45140,1,1.095676986,1.007267112,1,1,1,1,1,1,1
Cpr50Cb,1,1,1,1,1,1,1,1,1,1
CG18327,1,1,1,1,1,1,1,1,1,1
Ir51a,1,1.018442485,1.014587035,1.007244249,1,1,1,1,1,1
knon,1,1,1,1,1,1,1,1,1,1
CR43417,1.00750394,1,1,1,1.015679663,1,1.004671983,1,1,1
mir-990,1,1,1,1,1.015679663,1,1,1,1,1
Amy-p,1.002495083,1,1,1,1,1,1,1,1,1
CR45146,1,1,1,1,1,1,1,1,1,1
CG16836,1,1,1,1,1,1,1,1,1,1
CR43399,1,1,1.014587035,1,1,1,1.014081534,1,1,1
fest,1,1,1,1,1,1,1,1,1,1
CG16739,1,1,1,1,1,1,1,1,1,1
CG13428,1,1,1.007267112,1,1,1,1,1,1,1
CR45149,1,1,1,1,1,1,1,1,1,1
CG34205,1,1,1,1,1,1,1,1,1,1
inaD,1,1,1,1,1,1,1,1,1,1
CG44252,1,1,1,1,1,1,1,1.024021979,1.026061009,1
yellow-d,1.010017746,1,1,1,1,1,1,1.024021979,1,1
CR45326,1,1,1,1,1,1,1,1,1,1
Mlp60A,1.004996391,1.037225095,1,1,1,1.008861195,1,1,1,1
CR44753,1,1,1,1,1,1,1,1,1,1
CG13362,1,1,1,1,1,1,1,1,1,1
CG3699,1,1,1,1,1,1,1,1,1,1
CG11382,1,1,1,1,1,1,1,1,1,1
CG4194,1,1,1.007267112,1,1,1.008861195,1.004671983,1,1.012946696,1.008198621
CR33218,1,1,1,1.014540976,1,1.008861195,1,1.024021979,1,1
w,1.104816224,1.895735652,2.047956627,1.693714187,2.66486784,1.697794246,1.166276754,1.267922718,1.122740346,1.033199999
ppk8,1,1,1,1,1,1,1,1,1,1
Gr5a,1,1,1,1,1,1.008861195,1.004671983,1,1,1
CG43137,1,1,1,1,1,1,1,1,1,1
CG5921,1,1,1.007267112,1,1,1,1,1.024021979,1,1
swa,1,1,1,1,1,1,1,1,1,1
Spat,1,1.018442485,1,1,1,1,1,1,1,1
APC7,1,1,1,1,1,1,1.004671983,1,1.012946696,1
Inx7,1,1,1,1,1,1,1,1,1,1
CG1999,1,1,1,1,1,1,1,1,1,1
CR43199,1,1,1,1,1,1,1,1,1,1
CG34338,1,1,1,1,1,1,1,1,1,1
CG2120,1,1,1,1,1,1,1,1.024021979,1,1
Cp7Fa,1,1,1,1,1,1,1,1,1,1
Obp8a,1.015064189,1,1,1,1,1,1,1,1,1
lz,1,1,1,1,1,1,1,1,1,1
Or9a,1.002495083,1,1,1.007244249,1,1,1,1,1,1
CG15208,1,1,1,1,1,1,1,1.073810967,1,1
CG32650,1,1,1.007267112,1,1,1,1.004671983,1,1,1
CR43152,1,1,1,1,1,1,1,1,1,1
CG12716,1,1,1,1,1,1,1,1,1,1
dmrt11E,1,1,1,1,1,1,1,1,1,1
CG1368,1,1,1,1,1,1,1,1.024021979,1,1
CG12539,1,1.018442485,1,1,1,1,1.018819306,1,1,1
CG9522,1,1.018442485,1,1,1,1,1.004671983,1,1,1.008198621
CG9509,1.012537824,1,1,1,1,1,1,1,1,1
CG32588,1,1,1,1,1,1,1,1,1,1
CG5662,1,1,1,1,1,1,1,1,1,1
Pp1-13C,1,1,1,1,1,1,1,1,1,1
CG6294,1,1,1,1,1,1,1,1.024021979,1,1
CG43672,1,1,1,1,1,1,1,1,1,1
CR44384,1,1,1,1,1,1,1,1,1,1
CG12507,1,1,1,1,1,1,1,1,1,1
CR44754,1,1,1,1,1,1.008861195,1,1,1,1
CG4991,1.002495083,1.037225095,1,1.007244249,1,1,1,1,1,1
CR43981,1,1,1,1,1,1,1,1,1,1
upd1,1,1,1,1.021890563,1,1,1,1.153069992,1,1.008198621
CG42323,1,1,1,1,1,1,1,1,1,1
CG43843,1,1,1,1,1,1,1,1,1,1
CG6481,1,1,1,1,1,1,1.014081534,1,1,1
CG15040,1,1,1,1,1,1.008861195,1,1,1,1
Cyp18a1,1,1.037225095,1,1.007244249,1,1,1,1,1,1
Mec2,1.004996391,11.57422881,1.007267112,1,1,1,1.177199862,1,1,1.067502238
HP1D3csd,1,4.084238653,1,1,1,1,1,1.048621014,1,1.008198621
CG7992,1,1,1,1,1,1.008861195,1,1,1,1
CG32536,1.002495083,1,1,1,1,1,1,1,1,1
amn,1.004996391,1.018442485,1.007267112,1.007244249,1.015679663,1.026819843,1.014081534,1.024021979,1,1
unc,1.002495083,1,1,1,1,1,1,1,1,1
CG34120,1,1,1,1.007244249,1,1.008861195,1,1.024021979,1.012946696,1.008198621
