"","Df","FBgn","Symbol"
"198356932","Df(3L)BSC23","FBgn0266588","lncRNA:CR45113"
"198357282","Df(3L)BSC23","FBgn0266968","lncRNA:CR45419"
"198357711","Df(3L)BSC23","FBgn0267306","lncRNA:CR45742"
"198357781","Df(3L)BSC23","FBgn0266677","asRNA:CR45167"
"198359112","Df(3L)BSC23","FBgn0264603","lncRNA:CR43952"
"198359231","Df(3L)BSC23","FBgn0266653","asRNA:CR45160"
"19835940","Df(3L)BSC23","FBgn0265716","lncRNA:CR44523"
"198359552","Df(3L)BSC23","FBgn0266988","lncRNA:CR45439"
"19836102","Df(3L)BSC23","FBgn0266590","lncRNA:CR45115"
"19836126","Df(3L)BSC23","FBgn0266773","lncRNA:CR45238"
"198361292","Df(3L)BSC23","FBgn0266969","lncRNA:CR45420"
"198362221","Df(3L)BSC23","FBgn0266967","lncRNA:CR45418"
"198362521","Df(3L)BSC23","FBgn0267307","lncRNA:CR45743"
"260670382","Df(3L)BSC23","FBgn0047000","CG33946"
"260671591","Df(3L)BSC23","FBgn0267481","asRNA:CR45831"
"260673061","Df(3L)BSC23","FBgn0267641","lncRNA:CR45979"
"260673072","Df(3L)BSC23","FBgn0267642","lncRNA:CR45980"
"260673121","Df(3L)BSC23","FBgn0267647","lncRNA:CR45985"
"260673222","Df(3L)BSC23","FBgn0267663","lncRNA:CR46001"
"260673262","Df(3L)BSC23","FBgn0267667","asRNA:CR46005"
"305224091","Df(3L)BSC23","FBgn0284236","CG46320"
"545204481","Df(3L)BSC23","FBgn0287586","CG46456"
"38321","Df(3L)BSC410","FBgn0016794","dos"
"38322","Df(3L)BSC410","FBgn0062517","CG16984"
"38323","Df(3L)BSC410","FBgn0035355","CG16985"
"38324","Df(3L)BSC410","FBgn0028504","CG12182"
"383251","Df(3L)BSC410","FBgn0035356","CG16986"
"383261","Df(3L)BSC410","FBgn0011828","Pxn"
"383271","Df(3L)BSC410","FBgn0035357","MEP-1"
"383281","Df(3L)BSC410","FBgn0035358","CG14949"
"383291","Df(3L)BSC410","FBgn0035359","CG1143"
"383301","Df(3L)BSC410","FBgn0035360","CG1246"
"383311","Df(3L)BSC410","FBgn0027082","ProRS-m"
"383321","Df(3L)BSC410","FBgn0259200","CG42304"
"383371","Df(3L)BSC410","FBgn0264606","Fife"
"383381","Df(3L)BSC410","FBgn0052296","Mrtf"
"383401","Df(3L)BSC410","FBgn0020509","Acp62F"
"383411","Df(3L)BSC410","FBgn0035370","Non2"
"383421","Df(3L)BSC410","FBgn0035371","AhcyL1"
"383431","Df(3L)BSC410","FBgn0035372","CG12093"
"383441","Df(3L)BSC410","FBgn0044452","Atg2"
"383451","Df(3L)BSC410","FBgn0035374","mRpS35"
"383461","Df(3L)BSC410","FBgn0035375","Pgant6"
"383471","Df(3L)BSC410","FBgn0263392","Tet"
"38350","Df(3L)BSC410","FBgn0035379","spz5"
"38351","Df(3L)BSC410","FBgn0035380","CG9970"
"383521","Df(3L)BSC410","FBgn0262593","Shab"
"383541","Df(3L)BSC410","FBgn0035382","Or63a"
"383552","Df(3L)BSC410","FBgn0035383","CPT2"
"383562","Df(3L)BSC410","FBgn0035384","CG2113"
"383572","Df(3L)BSC410","FBgn0035385","FMRFaR"
"383582","Df(3L)BSC410","FBgn0052487","CG32487"
"383602","Df(3L)BSC410","FBgn0035388","CG2162"
"383622","Df(3L)BSC410","FBgn0035390","scramb2"
"383632","Df(3L)BSC410","FBgn0052485","CG32485"
"383642","Df(3L)BSC410","FBgn0035392","CG1271"
"383652","Df(3L)BSC410","FBgn0035393","CG16753"
"383672","Df(3L)BSC410","FBgn0266918","CG32486"
"383693","Df(3L)BSC410","FBgn0035397","PAN3"
"383703","Df(3L)BSC410","FBgn0035398","Cht7"
"383713","Df(3L)BSC410","FBgn0266437","CG45067"
"383723","Df(3L)BSC410","FBgn0026189","promL"
"383733","Df(3L)BSC410","FBgn0035400","CG11537"
"383743","Df(3L)BSC410","FBgn0035401","Alg2"
"383753","Df(3L)BSC410","FBgn0035402","Usp5"
"383763","Df(3L)BSC410","FBgn0263108","BtbVII"
"383783","Df(3L)BSC410","FBgn0266582","ND-30"
"383793","Df(3L)BSC410","FBgn0035405","CG15812"
"383813","Df(3L)BSC410","FBgn0035407","Asciz"
"383823","Df(3L)BSC410","FBgn0052278","CG32278"
"383833","Df(3L)BSC410","FBgn0035409","CG14963"
"383843","Df(3L)BSC410","FBgn0035410","MnM"
"383853","Df(3L)BSC410","FBgn0283724","Girdin"
"383863","Df(3L)BSC410","FBgn0035412","CG14957"
"383873","Df(3L)BSC410","FBgn0035413","CG14958"
"383883","Df(3L)BSC410","FBgn0035414","CG14965"
"383893","Df(3L)BSC410","FBgn0001233","Hsp83"
"440983","Df(3L)BSC410","FBgn0024194","rasp"
"459602","Df(3L)BSC410","FBgn0004372","aly"
"535772","Df(3L)BSC410","FBgn0040308","Jafrac2"
"3179523","Df(3L)BSC410","FBgn0052280","CG32280"
"3179533","Df(3L)BSC410","FBgn0052281","CG32281"
"3179563","Df(3L)BSC410","FBgn0052284","CG32284"
"318244","Df(3L)BSC410","FBgn0052846","CG32846"
"3262192","Df(3L)BSC410","FBgn0052484","Sk2"
"3262202","Df(3L)BSC410","FBgn0052488","CG32488"
"27690051","Df(3L)BSC410","FBgn0053233","CG33233"
"27690061","Df(3L)BSC410","FBgn0053234","CG33234"
"37719953","Df(3L)BSC410","FBgn0003938","snRNA:U5:63BC"
"38856331","Df(3L)BSC410","FBgn0054025","CG34025"
"73544281","Df(3L)BSC410","FBgn0250911","CG42245"
"73544291","Df(3L)BSC410","FBgn0259199","Snup"
"86740873","Df(3L)BSC410","FBgn0260026","CG42494"
"86740973","Df(3L)BSC410","FBgn0260430","CG42525"
"198349891","Df(3L)BSC410","FBgn0267220","lncRNA:CR45660"
"198351363","Df(3L)BSC410","FBgn0266436","CG45066"
"19835534","Df(3L)BSC410","FBgn0265724","lncRNA:CR44531"
"198362241","Df(3L)BSC410","FBgn0265723","lncRNA:CR44530"
"260671473","Df(3L)BSC410","FBgn0267469","lncRNA:CR45819"
"260673081","Df(3L)BSC410","FBgn0267643","lncRNA:CR45981"
"260673091","Df(3L)BSC410","FBgn0267644","lncRNA:CR45982"
"390551","Df(3L)AC1","FBgn0035968","Slc45-1"
"390561","Df(3L)AC1","FBgn0035969","CG4476"
"390571","Df(3L)AC1","FBgn0035970","CG4483"
"390581","Df(3L)AC1","FBgn0035971","CG4477"
"390621","Df(3L)AC1","FBgn0035975","PGRP-LA"
"390631","Df(3L)AC1","FBgn0035976","PGRP-LC"
"390641","Df(3L)AC1","FBgn0035977","PGRP-LF"
"390651","Df(3L)AC1","FBgn0035978","UGP"
"390661","Df(3L)AC1","FBgn0085484","Pdxk"
"390671","Df(3L)AC1","FBgn0035980","mRRF1"
"390681","Df(3L)AC1","FBgn0004379","Klp67A"
"390691","Df(3L)AC1","FBgn0035981","CG4452"
"390701","Df(3L)AC1","FBgn0011769","Fdx1"
"390711","Df(3L)AC1","FBgn0001229","Hsp67Bc"
"39074","Df(3L)AC1","FBgn0035982","CG4461"
"39075","Df(3L)AC1","FBgn0001225","Hsp26"
"39076","Df(3L)AC1","FBgn0001227","Hsp67Ba"
"39077","Df(3L)AC1","FBgn0001224","Hsp23"
"39078","Df(3L)AC1","FBgn0001226","Hsp27"
"39079","Df(3L)AC1","FBgn0035983","CG4080"
"39081","Df(3L)AC1","FBgn0035985","Cpr67B"
"39082","Df(3L)AC1","FBgn0035986","CG4022"
"39083","Df(3L)AC1","FBgn0288470","Cpsf5"
"39084","Df(3L)AC1","FBgn0035988","CG3982"
"39085","Df(3L)AC1","FBgn0023129","aay"
"39086","Df(3L)AC1","FBgn0035989","Atat"
"39088","Df(3L)AC1","FBgn0005533","RpS17"
"39089","Df(3L)AC1","FBgn0040305","MTF-1"
"39090","Df(3L)AC1","FBgn0260859","Bet3"
"39091","Df(3L)AC1","FBgn0035993","Nf-YA"
"39092","Df(3L)AC1","FBgn0053926","CG33926"
"39093","Df(3L)AC1","FBgn0035995","CG3529"
"39094","Df(3L)AC1","FBgn0035996","CG3448"
"39095","Df(3L)AC1","FBgn0035997","phol"
"39096","Df(3L)AC1","FBgn0035998","CG3437"
"39097","Df(3L)AC1","FBgn0035999","CG3552"
"39098","Df(3L)AC1","FBgn0036000","CG3434"
"39099","Df(3L)AC1","FBgn0266101","CG44838"
"39102","Df(3L)AC1","FBgn0011327","Uch-L5"
"39103","Df(3L)AC1","FBgn0036004","Jarid2"
"39104","Df(3L)AC1","FBgn0036005","pall"
"39105","Df(3L)AC1","FBgn0052036","CG32036"
"39106","Df(3L)AC1","FBgn0036007","path"
"39107","Df(3L)AC1","FBgn0036008","CG3408"
"39108","Df(3L)AC1","FBgn0010408","RpS9"
"391091","Df(3L)AC1","FBgn0036009","Or67a"
"391101","Df(3L)AC1","FBgn0036010","Ir67a"
"391111","Df(3L)AC1","FBgn0261555","CG42673"
"391141","Df(3L)AC1","FBgn0036014","CG3222"
"391151","Df(3L)AC1","FBgn0036015","CG3088"
"391161","Df(3L)AC1","FBgn0036016","CG3306"
"391181","Df(3L)AC1","FBgn0267348","LanB2"
"391191","Df(3L)AC1","FBgn0036018","CG3335"
"391201","Df(3L)AC1","FBgn0036019","Or67b"
"391211","Df(3L)AC1","FBgn0036020","Cyp40"
"391221","Df(3L)AC1","FBgn0016081","fry"
"391231","Df(3L)AC1","FBgn0036022","CG8329"
"391241","Df(3L)AC1","FBgn0036023","CG18179"
"391251","Df(3L)AC1","FBgn0036024","CG18180"
"391271","Df(3L)AC1","FBgn0053696","CNMaR"
"391292","Df(3L)AC1","FBgn0036028","CG16717"
"391302","Df(3L)AC1","FBgn0087040","alphaTub67C"
"391312","Df(3L)AC1","FBgn0036029","CG16719"
"391322","Df(3L)AC1","FBgn0036030","Prps"
"391331","Df(3L)AC1","FBgn0015321","Ubc4"
"391341","Df(3L)AC1","FBgn0036031","CG6761"
"391351","Df(3L)AC1","FBgn0036032","CG16711"
"391361","Df(3L)AC1","FBgn0040475","SH3PX1"
"391371","Df(3L)AC1","FBgn0045823","vsg"
"391381","Df(3L)AC1","FBgn0036035","CG18178"
"391391","Df(3L)AC1","FBgn0036036","CG14174"
"391411","Df(3L)AC1","FBgn0036038","defl"
"391421","Df(3L)AC1","FBgn0036039","Naa60"
"391431","Df(3L)AC1","FBgn0019644","ATPsynB"
"391441","Df(3L)AC1","FBgn0036040","CG6749"
"391451","Df(3L)AC1","FBgn0259163","CG42268"
"391472","Df(3L)AC1","FBgn0036043","Ae2"
"391482","Df(3L)AC1","FBgn0036044","Zasp67"
"391492","Df(3L)AC1","FBgn0044051","Ilp1"
"391502","Df(3L)AC1","FBgn0036046","Ilp2"
"391512","Df(3L)AC1","FBgn0044050","Ilp3"
"391522","Df(3L)AC1","FBgn0044049","Ilp4"
"391532","Df(3L)AC1","FBgn0264489","CG43897"
"391562","Df(3L)AC1","FBgn0028429","I-2"
"391572","Df(3L)AC1","FBgn0015618","Cdk8"
"391582","Df(3L)AC1","FBgn0004390","RasGAP1"
"391592","Df(3L)AC1","FBgn0036052","CG10809"
"391602","Df(3L)AC1","FBgn0036053","iPLA2-VIA"
"391612","Df(3L)AC1","FBgn0027567","Ciz1"
"391642","Df(3L)AC1","FBgn0011836","Taf2"
"391652","Df(3L)AC1","FBgn0025866","CalpB"
"391662","Df(3L)AC1","FBgn0036056","CG6709"
"391672","Df(3L)AC1","FBgn0036057","Hez"
"391682","Df(3L)AC1","FBgn0036058","CG6707"
"391692","Df(3L)AC1","FBgn0036059","nudE"
"391721","Df(3L)AC1","FBgn0036062","CG6685"
"391731","Df(3L)AC1","FBgn0026404","Dronc"
"391741","Df(3L)AC1","FBgn0036063","CG6674"
"391751","Df(3L)AC1","FBgn0263251","vnc"
"391771","Df(3L)AC1","FBgn0036066","CG14160"
"391781","Df(3L)AC1","FBgn0052053","CG32053"
"391791","Df(3L)AC1","FBgn0262007","CG42825"
"391801","Df(3L)AC1","FBgn0052057","dpr10"
"391811","Df(3L)AC1","FBgn0036070","CG8072"
"391831","Df(3L)AC1","FBgn0036072","CG6628"
"39186","Df(3L)AC1","FBgn0036075","CG8065"
"44052","Df(3L)AC1","FBgn0015296","Shc"
"44135","Df(3L)AC1","FBgn0000451","ect"
"442591","Df(3L)AC1","FBgn0261530","nbs"
"444841","Df(3L)AC1","FBgn0264000","GluRIB"
"45525","Df(3L)AC1","FBgn0015218","eIF4E1"
"502961","Df(3L)AC1","FBgn0040823","dpr6"
"317833","Df(3L)AC1","FBgn0266124","ghi"
"3178341","Df(3L)AC1","FBgn0052039","Svip"
"3178351","Df(3L)AC1","FBgn0052040","CG32040"
"326183","Df(3L)AC1","FBgn0052037","CG32037"
"3261842","Df(3L)AC1","FBgn0044328","CG32052"
"3261851","Df(3L)AC1","FBgn0052054","CG32054"
"27689922","Df(3L)AC1","FBgn0044048","Ilp5"
"3771760","Df(3L)AC1","FBgn0053703","CG33703"
"3771872","Df(3L)AC1","FBgn0001228","CG4456"
"3771932","Df(3L)AC1","FBgn0053702","CG33702"
"37723901","Df(3L)AC1","FBgn0053700","CG33700"
"37724761","Df(3L)AC1","FBgn0065081","sncRNA:838"
"3772576","Df(3L)AC1","FBgn0001223","Hsp22"
"5740127","Df(3L)AC1","FBgn0082953","snoRNA:Psi28S-612"
"57401681","Df(3L)AC1","FBgn0085485","CG34456"
"5740356","Df(3L)AC1","FBgn0086075","snoRNA:Me28S-G3253"
"57404421","Df(3L)AC1","FBgn0085385","bma"
"57407281","Df(3L)AC1","FBgn0086076","snoRNA:MeU2-A31"
"57407882","Df(3L)AC1","FBgn0085411","CG34382"
"86739881","Df(3L)AC1","FBgn0259932","CG42455"
"8674075","Df(3L)AC1","FBgn0260431","CG42526"
"101789051","Df(3L)AC1","FBgn0262008","CG42826"
"127981621","Df(3L)AC1","FBgn0263541","mir-4986"
"12798374","Df(3L)AC1","FBgn0263492","asRNA:CR43481"
"198350061","Df(3L)AC1","FBgn0266648","lncRNA:CR45155"
"198352191","Df(3L)AC1","FBgn0266956","lncRNA:CR45407"
"198354352","Df(3L)AC1","FBgn0266596","asRNA:CR45121"
"198358261","Df(3L)AC1","FBgn0266957","lncRNA:CR45408"
"19836142","Df(3L)AC1","FBgn0265731","lncRNA:CR44538"
"198361682","Df(3L)AC1","FBgn0266955","lncRNA:CR45406"
"198362551","Df(3L)AC1","FBgn0265448","lncRNA:CR44348"
"260670661","Df(3L)AC1","FBgn0267796","Tmc"
"260671342","Df(3L)AC1","FBgn0267454","asRNA:CR45804"
"26067200","Df(3L)AC1","FBgn0267532","asRNA:CR45872"
"26067201","Df(3L)AC1","FBgn0267533","asRNA:CR45873"
"26067202","Df(3L)AC1","FBgn0267534","asRNA:CR45874"
"260672032","Df(3L)AC1","FBgn0267535","asRNA:CR45875"
"260672041","Df(3L)AC1","FBgn0267536","lncRNA:CR45876"
"260672051","Df(3L)AC1","FBgn0267537","lncRNA:CR45877"
"260672061","Df(3L)AC1","FBgn0267538","lncRNA:CR45878"
"260675561","Df(3L)AC1","FBgn0267966","asRNA:CR46246"
"398773882","Df(3L)AC1","FBgn0286833","CG46387"
"39877423","Df(3L)AC1","FBgn0286739","snoRNA:Me28S-C993"
"39675","Df(3L)ZN47","FBgn0000565","MsrA"
"39676","Df(3L)ZN47","FBgn0036503","CG13454"
"39677","Df(3L)ZN47","FBgn0004228","mex1"
"39678","Df(3L)ZN47","FBgn0036504","yellow-k"
"39679","Df(3L)ZN47","FBgn0036505","CG7945"
"39681","Df(3L)ZN47","FBgn0053983","obst-H"
"39682","Df(3L)ZN47","FBgn0004396","CrebA"
"39683","Df(3L)ZN47","FBgn0087035","AGO2"
"39684","Df(3L)ZN47","FBgn0036509","CG7739"
"39685","Df(3L)ZN47","FBgn0036510","SCCRO"
"39686","Df(3L)ZN47","FBgn0267390","dop"
"39687","Df(3L)ZN47","FBgn0036512","Ufsp2"
"39688","Df(3L)ZN47","FBgn0261109","mrn"
"39689","Df(3L)ZN47","FBgn0036514","CG12301"
"39690","Df(3L)ZN47","FBgn0036515","AIMP2"
"39691","Df(3L)ZN47","FBgn0036516","CG7656"
"39693","Df(3L)ZN47","FBgn0036518","RhoGAP71E"
"39694","Df(3L)ZN47","FBgn0036519","CG7650"
"39695","Df(3L)ZN47","FBgn0036520","CG13449"
"39696","Df(3L)ZN47","FBgn0259236","comm3"
"39697","Df(3L)ZN47","FBgn0036522","Phs"
"39700","Df(3L)ZN47","FBgn0004588","Eig71Ea"
"39701","Df(3L)ZN47","FBgn0004589","Eig71Eb"
"39703","Df(3L)ZN47","FBgn0004590","Eig71Ec"
"39704","Df(3L)ZN47","FBgn0004591","Eig71Ed"
"39706","Df(3L)ZN47","FBgn0004592","Eig71Ee"
"39707","Df(3L)ZN47","FBgn0004593","Eig71Ef"
"39708","Df(3L)ZN47","FBgn0004594","Eig71Eg"
"39709","Df(3L)ZN47","FBgn0014848","Eig71Eh"
"39710","Df(3L)ZN47","FBgn0014849","Eig71Ei"
"39711","Df(3L)ZN47","FBgn0014850","Eig71Ej"
"39712","Df(3L)ZN47","FBgn0014851","Eig71Ek"
"39713","Df(3L)ZN47","FBgn0036527","CG7304"
"39714","Df(3L)ZN47","FBgn0036528","CG7579"
"39715","Df(3L)ZN47","FBgn0036529","Pgant8"
"39716","Df(3L)ZN47","FBgn0041160","comm2"
"39717","Df(3L)ZN47","FBgn0010105","comm"
"39719","Df(3L)ZN47","FBgn0036532","CG13445"
"39720","Df(3L)ZN47","FBgn0261722","fwe"
"39721","Df(3L)ZN47","FBgn0015025","CkIIalpha-i1"
"39722","Df(3L)ZN47","FBgn0036534","DCP2"
"2768962","Df(3L)ZN47","FBgn0036531","CG6244"
"3772583","Df(3L)ZN47","FBgn0001099","gdl"
"3885638","Df(3L)ZN47","FBgn0053986","CG33986"
"3885639","Df(3L)ZN47","FBgn0053985","CG33985"
"3885667","Df(3L)ZN47","FBgn0261682","CG42729"
"5740612","Df(3L)ZN47","FBgn0085480","CG34451"
"5740876","Df(3L)ZN47","FBgn0085481","CG34452"
"8674011","Df(3L)ZN47","FBgn0260776","CG42570"
"8674113","Df(3L)ZN47","FBgn0260777","CG42571"
"10178859","Df(3L)ZN47","FBgn0261681","CG42728"
"12797909","Df(3L)ZN47","FBgn0262689","asRNA:CR43159"
"12797910","Df(3L)ZN47","FBgn0262893","CG43248"
"12797911","Df(3L)ZN47","FBgn0262529","CG43083"
"12797912","Df(3L)ZN47","FBgn0262530","CG43084"
"12797913","Df(3L)ZN47","FBgn0262528","CG43082"
"19836058","Df(3L)ZN47","FBgn0266775","lncRNA:CR45240"
"26067304","Df(3L)ZN47","FBgn0267639","lncRNA:CR45977"
"26067508","Df(3L)ZN47","FBgn0267916","lncRNA:CR46197"
"38798","Df(3L)BSC33","FBgn0012058","Cdc27"
"387991","Df(3L)BSC33","FBgn0035754","MED4"
"388001","Df(3L)BSC33","FBgn0035755","CG14830"
"388011","Df(3L)BSC33","FBgn0035756","unc-13-4A"
"388051","Df(3L)BSC33","FBgn0035760","CG8607"
"388061","Df(3L)BSC33","FBgn0035761","RhoGEF4"
"388071","Df(3L)BSC33","FBgn0035762","Rint1"
"388081","Df(3L)BSC33","FBgn0035763","mrva"
"388091","Df(3L)BSC33","FBgn0002909","mus312"
"388101","Df(3L)BSC33","FBgn0264302","wrm1"
"38811","Df(3L)BSC33","FBgn0011640","lark"
"38812","Df(3L)BSC33","FBgn0035766","eco"
"38813","Df(3L)BSC33","FBgn0035767","Cln7"
"38814","Df(3L)BSC33","FBgn0035768","CG14834"
"38815","Df(3L)BSC33","FBgn0015298","Srp19"
"38816","Df(3L)BSC33","FBgn0019662","qm"
"38817","Df(3L)BSC33","FBgn0035769","CTCF"
"38818","Df(3L)BSC33","FBgn0035770","pst"
"73544231","Df(3L)BSC33","FBgn0259203","CG42307"
"127983661","Df(3L)BSC33","FBgn0263447","asRNA:CR43470"
"144628361","Df(3L)BSC33","FBgn0264303","wrm2"
"26067150","Df(3L)BSC33","FBgn0267472","asRNA:CR45822"
"26067161","Df(3L)BSC33","FBgn0267483","lncRNA:CR45833"
"383501","Df(3L)Exel6092","FBgn0035379","spz5"
"383511","Df(3L)Exel6092","FBgn0035380","CG9970"
"383522","Df(3L)Exel6092","FBgn0262593","Shab"
"383542","Df(3L)Exel6092","FBgn0035382","Or63a"
"383553","Df(3L)Exel6092","FBgn0035383","CPT2"
"383563","Df(3L)Exel6092","FBgn0035384","CG2113"
"383573","Df(3L)Exel6092","FBgn0035385","FMRFaR"
"383583","Df(3L)Exel6092","FBgn0052487","CG32487"
"383603","Df(3L)Exel6092","FBgn0035388","CG2162"
"383623","Df(3L)Exel6092","FBgn0035390","scramb2"
"459603","Df(3L)Exel6092","FBgn0004372","aly"
"535773","Df(3L)Exel6092","FBgn0040308","Jafrac2"
"3182441","Df(3L)Exel6092","FBgn0052846","CG32846"
"3262193","Df(3L)Exel6092","FBgn0052484","Sk2"
"3262203","Df(3L)Exel6092","FBgn0052488","CG32488"
"38856332","Df(3L)Exel6092","FBgn0054025","CG34025"
"198355341","Df(3L)Exel6092","FBgn0265724","lncRNA:CR44531"
"198362242","Df(3L)Exel6092","FBgn0265723","lncRNA:CR44530"
"387481","Df(3L)Exel6109","FBgn0035713","velo"
"387491","Df(3L)Exel6109","FBgn0035714","Sbds"
"387501","Df(3L)Exel6109","FBgn0035715","Ist1"
"387511","Df(3L)Exel6109","FBgn0052392","Rsph3"
"387521","Df(3L)Exel6109","FBgn0086680","vvl"
"38753","Df(3L)Exel6109","FBgn0041194","Prat2"
"38754","Df(3L)Exel6109","FBgn0035718","CG14820"
"38755","Df(3L)Exel6109","FBgn0035719","tow"
"198349991","Df(3L)Exel6109","FBgn0267323","lncRNA:CR45759"
"198351221","Df(3L)Exel6109","FBgn0266965","lncRNA:CR45416"
"19835158","Df(3L)Exel6109","FBgn0266961","lncRNA:CR45412"
"19835785","Df(3L)Exel6109","FBgn0266964","lncRNA:CR45415"
"198361021","Df(3L)Exel6109","FBgn0266590","lncRNA:CR45115"
"19836143","Df(3L)Exel6109","FBgn0266963","lncRNA:CR45414"
"19836228","Df(3L)Exel6109","FBgn0266962","CG45413"
"388951","Df(3L)Exel6112","FBgn0262579","Sarm"
"388971","Df(3L)Exel6112","FBgn0027549","Nulp1"
"388981","Df(3L)Exel6112","FBgn0262716","Arp3"
"389001","Df(3L)Exel6112","FBgn0035838","ldbr"
"389011","Df(3L)Exel6112","FBgn0035839","CG7550"
"389041","Df(3L)Exel6112","FBgn0035842","Setx"
"389051","Df(3L)Exel6112","FBgn0002899","mus301"
"389061","Df(3L)Exel6112","FBgn0035844","CG13676"
"389071","Df(3L)Exel6112","FBgn0035845","CG13675"
"389091","Df(3L)Exel6112","FBgn0020392","Nmt"
"389101","Df(3L)Exel6112","FBgn0035847","mthl7"
"389111","Df(3L)Exel6112","FBgn0035848","Uxs"
"389121","Df(3L)Exel6112","FBgn0035849","ERR"
"389131","Df(3L)Exel6112","FBgn0035850","Atg18a"
"38914","Df(3L)Exel6112","FBgn0035851","MED24"
"38915","Df(3L)Exel6112","FBgn0035852","CG7387"
"38916","Df(3L)Exel6112","FBgn0035853","UbcE2M"
"38917","Df(3L)Exel6112","FBgn0035854","Dhps"
"38918","Df(3L)Exel6112","FBgn0035855","CG7366"
"38919","Df(3L)Exel6112","FBgn0035856","CG13679"
"38920","Df(3L)Exel6112","FBgn0035857","CG8006"
"38921","Df(3L)Exel6112","FBgn0035858","CG13674"
"38922","Df(3L)Exel6112","FBgn0035859","CG13678"
"38923","Df(3L)Exel6112","FBgn0265089","eIF4E3"
"38924","Df(3L)Exel6112","FBgn0035861","CG7213"
"389281","Df(3L)Exel6112","FBgn0027569","cert"
"389291","Df(3L)Exel6112","FBgn0035865","CG7201"
"389301","Df(3L)Exel6112","FBgn0015793","Rab19"
"389311","Df(3L)Exel6112","FBgn0035866","Arl5"
"389321","Df(3L)Exel6112","FBgn0035867","CG13671"
"389331","Df(3L)Exel6112","FBgn0035868","CG7194"
"389341","Df(3L)Exel6112","FBgn0087039","Sbp2"
"389351","Df(3L)Exel6112","FBgn0035870","Gr66a"
"389361","Df(3L)Exel6112","FBgn0035871","BI-1"
"389371","Df(3L)Exel6112","FBgn0035872","Cpsf6"
"389381","Df(3L)Exel6112","FBgn0035873","CG13670"
"389401","Df(3L)Exel6112","FBgn0035875","Cpr66Cb"
"389411","Df(3L)Exel6112","FBgn0035876","Pex2"
"389421","Df(3L)Exel6112","FBgn0011762","Prim1"
"389431","Df(3L)Exel6112","FBgn0035877","CG7083"
"389441","Df(3L)Exel6112","FBgn0035878","CG7182"
"389451","Df(3L)Exel6112","FBgn0035879","GAPcenA"
"389461","Df(3L)Exel6112","FBgn0035880","Culd"
"439261","Df(3L)Exel6112","FBgn0028379","fan"
"439501","Df(3L)Exel6112","FBgn0010350","Cds"
"442911","Df(3L)Exel6112","FBgn0001248","Idh"
"444961","Df(3L)Exel6112","FBgn0029113","Uba2"
"447471","Df(3L)Exel6112","FBgn0026252","msk"
"50305","Df(3L)Exel6112","FBgn0040832","CG8012"
"534381","Df(3L)Exel6112","FBgn0040290","RecQ4"
"591511","Df(3L)Exel6112","FBgn0042112","mRpL36"
"317996","Df(3L)Exel6112","FBgn0052364","tut"
"27690081","Df(3L)Exel6112","FBgn0263219","Dscam4"
"57403191","Df(3L)Exel6112","FBgn0085491","CG34462"
"57405471","Df(3L)Exel6112","FBgn0250833","CG34461"
"86741111","Df(3L)Exel6112","FBgn0259916","CG42445"
"127983681","Df(3L)Exel6112","FBgn0262442","mir-2501"
"127983691","Df(3L)Exel6112","FBgn0262361","CG43059"
"127983701","Df(3L)Exel6112","FBgn0263553","mir-4913"
"144628401","Df(3L)Exel6112","FBgn0264478","CG43886"
"14462841","Df(3L)Exel6112","FBgn0264604","lncRNA:CR43953"
"198354811","Df(3L)Exel6112","FBgn0266958","lncRNA:CR45409"
"260671971","Df(3L)Exel6112","FBgn0267529","asRNA:CR45869"
"260671981","Df(3L)Exel6112","FBgn0267530","asRNA:CR45870"
"388181","Df(3L)Exel8104","FBgn0035770","pst"
"38819","Df(3L)Exel8104","FBgn0035771","Sec63"
"38820","Df(3L)Exel8104","FBgn0035772","Sh3beta"
"38821","Df(3L)Exel8104","FBgn0082598","akirin"
"38823","Df(3L)Exel8104","FBgn0052380","SMSr"
"38824","Df(3L)Exel8104","FBgn0016983","smid"
"38825","Df(3L)Exel8104","FBgn0035776","CG8564"
"38826","Df(3L)Exel8104","FBgn0035777","CG8563"
"38828","Df(3L)Exel8104","FBgn0035779","CG8562"
"38829","Df(3L)Exel8104","FBgn0035780","CG18417"
"38830","Df(3L)Exel8104","FBgn0035781","CG8560"
"38831","Df(3L)Exel8104","FBgn0014011","Rac2"
"38832","Df(3L)Exel8104","FBgn0035782","CG14835"
"38833","Df(3L)Exel8104","FBgn0052382","sphinx2"
"38835","Df(3L)Exel8104","FBgn0035785","ppk26"
"38836","Df(3L)Exel8104","FBgn0035786","Tsp66A"
"38837","Df(3L)Exel8104","FBgn0035787","CG8543"
"38838","Df(3L)Exel8104","FBgn0035788","CG8541"
"38839","Df(3L)Exel8104","FBgn0035789","mthl6"
"38840","Df(3L)Exel8104","FBgn0035790","Cyp316a1"
"38841","Df(3L)Exel8104","FBgn0015033","Cyp4d8"
"38842","Df(3L)Exel8104","FBgn0035791","CG8539"
"38843","Df(3L)Exel8104","FBgn0035792","CG7548"
"38844","Df(3L)Exel8104","FBgn0035793","CG7546"
"38845","Df(3L)Exel8104","FBgn0268063","ltl"
"38846","Df(3L)Exel8104","FBgn0028582","lqf"
"318005","Df(3L)Exel8104","FBgn0052383","sphinx1"
